horizon,outer_held_out_season,alpha,inner_rmse,inner_mae,inner_r_squared,selected_alpha
1,10-11,316227.7660168379,6024372.185022513,4150536.511699454,0.9199588692042319,False
1,10-11,562341.3251903491,6024371.778897818,4150536.5784803415,0.9199588799959552,False
1,10-11,1000000.0,6024371.550516971,4150536.6160338665,0.9199588860645908,False
1,10-11,1778279.410038923,6024371.42208894,4150536.637151726,0.9199588894772364,False
1,10-11,3162277.6601683795,6024371.349868534,4150536.649027156,0.9199588913963084,False
1,10-11,5623413.251903491,6024371.30925601,4150536.655705198,0.919958892475482,False
1,10-11,10000000.0,6024371.286417909,4150536.6594605353,0.919958893082346,False
1,10-11,17782794.100389227,6024371.2735751,4150536.661572317,0.9199588934236107,False
1,10-11,31622776.60168379,6024371.266353057,4150536.662759858,0.919958893615518,False
1,10-11,56234132.51903491,6024371.262291805,4150536.6634276616,0.9199588937234353,False
1,10-11,100000000.0,6024371.260007994,4150536.663803196,0.9199588937841218,True
1,11-12,0.0001,7301841.7744440725,5714250.139572704,0.8817194922807344,False
1,11-12,0.00017782794100389227,7294151.13153122,5707794.761689481,0.881968518247547,False
1,11-12,0.00031622776601683794,7280772.3388716625,5696489.654158806,0.882401103341692,False
1,11-12,0.0005623413251903491,7257876.505936899,5676916.540426452,0.8831395665093533,False
1,11-12,0.001,7219763.434556465,5643679.4249223275,0.8843636754334349,False
1,11-12,0.0017782794100389228,7159117.287364545,5589004.804471747,0.8862982106543457,False
1,11-12,0.0031622776601683794,7069077.524427159,5503393.328512719,0.8891402657321148,False
1,11-12,0.005623413251903491,6947800.962828311,5378649.178654383,0.8929114393607985,False
1,11-12,0.01,6802976.599866488,5212693.311136981,0.8973293530601516,False
1,11-12,0.01778279410038923,6650340.809004484,5023290.88571683,0.9018848327463254,False
1,11-12,0.03162277660168379,6505074.293947005,4859922.1615229,0.9061243696356012,False
1,11-12,0.05623413251903491,6375035.349582937,4718077.643318364,0.9098400756005954,False
1,11-12,0.1,6262442.063174807,4581698.54544664,0.9129966878125811,False
1,11-12,0.1778279410038923,6168537.410337021,4455177.224489269,0.9155863362230907,False
1,11-12,0.31622776601683794,6094437.401011675,4362653.528066508,0.9176022058582143,False
1,11-12,0.5623413251903491,6039104.19035171,4289540.163604808,0.9190916416913205,False
1,11-12,1.0,5998689.226571616,4231274.903665222,0.9201709298798617,False
1,11-12,1.7782794100389228,5968628.821786826,4182714.13974345,0.9209689980719756,False
1,11-12,3.1622776601683795,5946393.829477128,4148918.2403454464,0.9215567312398734,False
1,11-12,5.623413251903491,5931737.054990825,4126439.534284686,0.9219429513260972,False
1,11-12,10.0,5924181.4936387865,4110130.2041737107,0.9221416753112368,False
1,11-12,17.78279410038923,5921617.899149073,4100947.546478661,0.9222090446131828,False
1,11-12,31.622776601683793,5921500.2754368745,4099514.555560211,0.9222121349747117,True
1,11-12,56.23413251903491,5922138.177657136,4100758.5260542915,0.9221953744504354,False
1,11-12,100.0,5922798.343623817,4102722.4570677173,0.9221780270575928,False
1,11-12,177.82794100389228,5923283.185950857,4103980.963905458,0.9221652854686954,False
1,11-12,316.22776601683796,5923595.557516343,4104712.9973721583,0.9221570758349631,False
1,11-12,562.341325190349,5923784.518637902,4105130.9261683817,0.922152109418629,False
1,11-12,1000.0,5923895.124141919,4105367.968652048,0.9221492023292399,False
1,11-12,1778.2794100389228,5923958.721512641,4105501.914551323,0.9221475307491347,False
1,11-12,3162.2776601683795,5923994.93203298,4105577.443782751,0.9221465789913087,False
1,11-12,5623.413251903491,5924015.43691047,4105619.982336912,0.9221460400382403,False
1,11-12,10000.0,5924027.012766905,4105643.9242290272,0.9221457357759866,False
1,11-12,17782.794100389227,5924033.536642673,4105657.3942992277,0.9221455643007971,False
1,11-12,31622.776601683792,5924037.209812233,4105664.971150478,0.9221454677542025,False
1,11-12,56234.13251903491,5924039.276818914,4105669.232583182,0.9221454134244066,False
1,11-12,100000.0,5924040.439635064,4105671.629170423,0.9221453828606053,False
1,11-12,177827.94100389228,5924041.093677875,4105672.976936099,0.9221453656695493,False
1,11-12,316227.7660168379,5924041.461518477,4105673.7348611923,0.9221453560011166,False
1,11-12,562341.3251903491,5924041.668384775,4105674.161080359,0.9221453505637804,False
1,11-12,1000000.0,5924041.784718774,4105674.400763085,0.9221453475060225,False
1,11-12,1778279.410038923,5924041.850139621,4105674.5355472425,0.9221453457864812,False
1,11-12,3162277.6601683795,5924041.88692892,4105674.6113421535,0.9221453448195002,False
1,11-12,5623413.251903491,5924041.907617205,4105674.6539648282,0.922145344275723,False
1,11-12,10000000.0,5924041.91925113,4105674.677933342,0.9221453439699334,False
1,11-12,17782794.100389227,5924041.925793379,4105674.6914118314,0.922145343797975,False
1,11-12,31622776.60168379,5924041.929472362,4105674.698991346,0.9221453437012754,False
1,11-12,56234132.51903491,5924041.931541207,4105674.7032536217,0.9221453436468973,False
1,11-12,100000000.0,5924041.932704604,4105674.7056504753,0.9221453436163182,False
1,12-13,0.0001,6861166.9456582405,5441403.854590107,0.8963427392902451,False
1,12-13,0.00017782794100389227,6849688.166402879,5433195.009441219,0.8966892877716768,False
1,12-13,0.00031622776601683794,6829737.497133677,5418822.473462216,0.897290224969242,False
1,12-13,0.0005623413251903491,6795655.732870576,5393950.344885154,0.8983127521648262,False
1,12-13,0.001,6739130.714706788,5351757.349011996,0.8999973485825771,False
1,12-13,0.0017782794100389228,6649895.251406973,5282503.331041905,0.9026281630472963,False
1,12-13,0.0031622776601683794,6519674.947094101,5174588.9639794445,0.9064043549958583,False
1,12-13,0.005623413251903491,6350595.667626245,5019159.917622525,0.9111959689551219,False
1,12-13,0.01,6162813.370408105,4824011.524660302,0.916370059721962,False
1,12-13,0.01778279410038923,5988867.511570257,4604528.946790918,0.921024357913289,False
1,12-13,0.03162277660168379,5854011.552658027,4401365.413106648,0.9245410244618804,False
1,12-13,0.05623413251903491,5763434.978749958,4253414.679185713,0.9268580473617182,False
1,12-13,0.1,5707136.538664696,4185267.2671509334,0.9282800001364836,False
1,12-13,0.1778279410038923,5670846.359931749,4142670.934636802,0.9291891974383674,False
1,12-13,0.31622776601683794,5642732.791296365,4098994.4038015385,0.9298895548853081,False
1,12-13,0.5623413251903491,5615307.930680162,4051868.0074626775,0.930569401592894,False
1,12-13,1.0,5585531.237926108,3998005.4813753897,0.9313037983922828,False
1,12-13,1.7782794100389228,5554344.397920725,3940860.6798632895,0.932068787883362,False
1,12-13,3.1622776601683795,5525107.114142439,3892595.1797564407,0.9327820662275975,False
1,12-13,5.623413251903491,5501304.9174065115,3863563.4689707714,0.9333599693114163,False
1,12-13,10.0,5484558.1674229065,3844782.066586439,0.9337650751227431,False
