horizon,held_out_season,training_seasons,training_observations,test_observations,weather_predictor_count,weather_max_rank_after_centering,weather_rank,weather_full_column_rank,weather_condition_number,augmented_design_columns,augmented_design_rank,augmented_design_full_column_rank,augmented_design_condition_number,fold_rmse,fold_mae,fold_r_squared,weather_singular_value_1,weather_singular_value_2,weather_singular_value_3,weather_singular_value_4,weather_singular_value_5,weather_singular_value_6,weather_singular_value_7,weather_singular_value_8,weather_singular_value_9
3,13-14,15,60,4,9,9,9,True,13.293263577151725,13,13,True,13.29326357715174,21396949.998040628,15962244.184099099,0.8542610647750207,8.890238666547475,4.360782720447962,3.6006270591701703,2.857754665404158,2.3015530960115345,2.2033054452200256,1.8704666691964582,1.3108557570739872,0.6687777320407527
3,14-15,15,60,4,9,9,9,True,9.753127233692776,13,13,True,10.110583171874818,5833804.586359278,5209308.934852548,0.9887529403625174,8.94469854597708,4.138431473272688,3.6227788882490284,2.751471656854611,2.620454423978235,2.1039499220029816,1.8559484936623332,1.2615886712473845,0.9171108231908499
3,15-16,15,60,4,9,9,9,True,9.830660730100366,13,13,True,9.963564113133103,17289855.757801574,14047348.350000005,0.8632440832892915,8.81463273883194,4.536349560616831,3.6235949410190638,2.9020356026014915,2.314155204005847,2.01301005541142,1.8265647893143107,1.2742420461145998,0.8966470292116313
3,16-17,15,60,4,9,9,9,True,12.002755586326451,13,13,True,12.002755586326455,7854008.632041078,7692404.781907648,0.9811308375519658,8.840940745436903,4.534595129938553,3.654383448649219,2.779552439963697,2.5832531977460214,2.0358193053898495,1.6920191808414649,0.9856740150638065,0.7365759205751478
3,17-18,15,60,4,9,9,9,True,10.006209609769247,13,13,True,10.006209609769236,4210694.088230562,3945002.716843806,0.9946348170333572,8.67964661551355,4.579652591632909,3.6238342851344334,2.829065933354334,2.606774794082831,2.2025989672820185,1.8663241913597985,1.2932195701214098,0.8674260238401813
3,18-19,15,60,4,9,9,9,True,9.711009528067542,13,13,True,9.926022344211814,14526902.304948948,13276234.925161265,0.9342517160246097,8.781420034858765,4.568543770824202,3.3655026219689255,2.900075317818158,2.631719855342802,2.2090127477854833,1.8623176672775772,1.089219321376781,0.9042746801429858
3,19-20,15,60,4,9,9,9,True,9.79061210596912,13,13,True,10.019365939109752,8630552.802338216,7236080.739977196,0.9771147991124945,8.863999872575977,4.365994484626456,3.616085622909811,2.9281206971814897,2.6112847016174023,1.9072833295821845,1.8031354650096303,1.0909289396236583,0.9053570682441595
3,20-21,15,60,4,9,9,9,True,11.624504372280404,13,13,True,11.624504372280404,13702894.878720798,11751189.783333294,0.9548218812852286,8.869716704162366,4.223452368254653,3.640463784375783,2.8802841896271527,2.4940931238663824,2.2457561466046205,1.8920429565833012,1.2311037767457393,0.7630189141924143
3,21-22,15,60,4,9,9,9,True,9.836376401807325,13,13,True,9.836376401807323,22128335.328914043,13379472.381436508,0.8755047165118032,8.594338900512517,4.61509899994075,3.6290157268381518,2.9650730044131692,2.6408659979768796,2.1789013259433174,1.9057481192708634,1.3265453222260464,0.8737301776021302
3,22-23,15,60,4,9,9,9,True,9.73279156436905,13,13,True,9.956047960558845,11941646.256487293,10524637.462573681,0.9464097398941426,8.80798329855145,4.607798865030111,3.5770511539155194,2.815296883288276,2.58363761063618,2.176377953112159,1.3089693075741775,1.2337885925869148,0.9049801632243676
3,23-24,15,60,4,9,9,9,True,9.420908470173945,13,13,True,9.674466757983748,13826136.604791416,10791846.183333319,0.9452786966283964,8.558872151307806,4.672847608128118,3.6269830205055578,2.956677635957723,2.6693083103098925,2.262465913736856,1.8397682703625589,1.2486714232303406,0.908497538045795
3,24-25,15,60,4,9,9,9,True,10.561794849131635,13,13,True,10.561794849131616,24976488.642967023,22252271.05011101,0.8357605872834946,7.520302198585547,5.2682070595998685,4.059832403603341,3.754466067534298,2.76207985043575,2.3652963861920893,2.0180037417948324,1.519788933120608,0.7120288081721118
3,25-26,15,60,4,9,9,9,True,10.503663548425495,13,13,True,10.503663548425488,12349873.098000938,9786732.676230999,0.9570831421045813,8.623540073261337,4.74971772725358,3.5343432462859052,2.8994055550980766,2.6731796524911875,2.201509646708897,1.5992123505036318,1.3973342443262537,0.8210030751179203
4,10-11,15,45,3,9,9,9,True,11.075347805740288,12,12,True,11.075347805740302,17115973.82124393,14067972.45898669,0.9545488387118373,8.71267357147067,4.705339122739492,3.5147146590988596,3.004685601693352,2.6711565866181255,1.986003240000586,1.5015515284940433,1.2708072217951634,0.7866726828167819
4,11-12,15,45,3,9,9,9,True,12.278651560846598,12,12,True,12.278651560846603,8048220.008825462,6538000.023454666,0.9874366870054793,8.651785763094063,4.69986344978842,3.4702744535967973,2.9964584246634023,2.5954514735976746,2.2687463540084747,1.6956738570783656,1.3345190070691728,0.7046201873406311
4,12-13,15,45,3,9,9,9,True,10.182790648116617,12,12,True,10.182790648116615,34164078.91876972,28934252.38121597,0.7653989785182305,8.873483159459616,4.494388919114746,3.434704120138912,2.9416822739270057,2.4442072826419534,2.184918599593215,1.7471913877234777,1.0251875487573845,0.871419580947668
4,13-14,15,45,3,9,9,9,True,13.293263577151725,12,12,True,13.293263577151755,26500756.97553096,21282992.245465685,0.8714661774160857,8.890238666547475,4.360782720447962,3.6006270591701703,2.857754665404158,2.3015530960115345,2.2033054452200256,1.8704666691964582,1.3108557570739872,0.6687777320407527
4,14-15,15,45,3,9,9,9,True,9.753127233692776,12,12,True,9.753127233692787,2941692.415654213,2802446.604051143,0.9984449556818699,8.94469854597708,4.138431473272688,3.6227788882490284,2.751471656854611,2.620454423978235,2.1039499220029816,1.8559484936623332,1.2615886712473845,0.9171108231908499
4,15-16,15,45,3,9,9,9,True,9.830660730100366,12,12,True,9.830660730100366,21426526.222635534,19527515.15006123,0.8747696779936369,8.81463273883194,4.536349560616831,3.6235949410190638,2.9020356026014915,2.314155204005847,2.01301005541142,1.8265647893143107,1.2742420461145998,0.8966470292116313
4,16-17,15,45,3,9,9,9,True,12.002755586326451,12,12,True,12.002755586326455,10854687.954140326,10256539.709210208,0.9799056599989026,8.840940745436903,4.534595129938553,3.654383448649219,2.779552439963697,2.5832531977460214,2.0358193053898495,1.6920191808414649,0.9856740150638065,0.7365759205751478
4,17-18,15,45,3,9,9,9,True,10.006209609769247,12,12,True,10.006209609769254,2634829.5593015733,2582530.6004725,0.9987122168071297,8.67964661551355,4.579652591632909,3.6238342851344334,2.829065933354334,2.606774794082831,2.2025989672820185,1.8663241913597985,1.2932195701214098,0.8674260238401813
4,18-19,15,45,3,9,9,9,True,9.711009528067542,12,12,True,9.711009528067539,20583947.423081934,16553644.444587758,0.9242073389496266,8.781420034858765,4.568543770824202,3.3655026219689255,2.900075317818158,2.631719855342802,2.2090127477854833,1.8623176672775772,1.089219321376781,0.9042746801429858
